cell_id,temperature,charge_rate,cycle,SOH,CE,V_mid,P_CV,R0,t_CC,V_relax_drop,t_CV
CY25-025_1-#1,25.0,0.25,2.0,99.99481459321956,99.90721720428172,3.35403025,9.158602067410285,0.0014513600525730209,12140.698610573047,0.021143000000000356,2162.0261087312683
CY25-025_1-#1,25.0,0.25,3.0,100.01807962603229,99.90837392016346,3.3528097000000003,9.069839280935476,0.0014287791835492824,12158.996611493392,0.02059169999999977,2121.9321067150013
CY25-025_1-#1,25.0,0.25,4.0,99.98710578074817,99.8457384626559,3.3538334,8.999138379266384,0.0014400254117571767,12165.91861184132,0.020827699999999894,2131.5241071972996
CY25-025_1-#1,25.0,0.25,5.0,99.9469620960633,99.8063439664634,3.3542271,8.924557278011385,0.001428935886276529,12173.565269801707,0.02074910000000063,2112.9262203950784
CY25-025_1-#1,25.0,0.25,6.0,99.93201876197605,99.81132608281791,3.3548176,8.886627572814792,0.0014289769553047116,12174.30326987832,0.020513000000000225,2102.224219279393
CY25-025_1-#1,25.0,0.25,7.0,99.87800594959222,99.81470731000817,3.3553295,8.795511681836864,0.001440129382981415,12182.953270780825,0.02043390000000045,2081.528217120125
CY25-025_1-#1,25.0,0.25,8.0,99.8224720036335,99.85010130750038,3.3554082000000003,8.786524022689004,0.001439964287993723,12177.101270170184,0.0202770000000001,2080.8342170480173
CY25-025_1-#1,25.0,0.25,9.0,99.73629282976438,99.80271668823873,3.3553689,8.721000227385305,0.00142897668590417,12176.64127012252,0.020552100000000628,2062.93221518019
CY25-025_1-#1,25.0,0.25,10.0,99.71056927232634,99.8270537252797,3.3537743000000004,8.720387834030818,0.0014288472705131089,12169.895269419096,0.02055220000000091,2059.036214774009
CY25-025_1-#1,25.0,0.25,11.0,99.6962541267625,99.8997004356289,3.3549949,8.661146384459643,0.001428785315576364,12171.647269601497,0.020474000000000103,2050.0342138353153
CY25-025_1-#1,25.0,0.25,12.0,99.59983558815811,99.84164022830988,3.35487675,8.642509166329434,0.0014400995436172391,12169.895269419096,0.020276600000000755,2046.9342135119077
CY25-025_1-#1,25.0,0.25,13.0,99.53027182565141,99.80842675140678,3.3547193,8.628463083908125,0.0014402468247114505,12163.173268717539,0.020316100000000503,2043.732213177951
CY25-025_1-#1,25.0,0.25,14.0,99.46503865275842,99.80314873636873,3.3552705,8.62248714912593,0.001440133531885125,12154.54326781747,0.020316200000000784,2036.6282124369754
CY25-025_1-#1,25.0,0.25,15.0,99.40792741989837,99.8646415795837,3.35507355,8.580721200601518,0.0014511487440247199,12151.791267530061,0.02035570000000053,2028.52821159194
CY25-025_1-#1,25.0,0.25,16.0,99.33531791693045,99.89615746580348,3.3553492,8.554694892060374,0.0014399820951844315,12147.011267031543,0.020197900000000324,2022.2302109355223
CY25-025_1-#1,25.0,0.25,17.0,99.2616017062181,99.83607439738685,3.3549949000000003,8.543429928225846,0.0014288545003261247,12140.377266339958,0.020276500000000475,2020.3242107369006
CY25-025_1-#1,25.0,0.25,18.0,99.20409663393038,99.82752430347456,3.3559791,8.542963614765654,0.0014289264434157651,12132.9332655631,0.020237500000000352,2017.0302103925496
CY25-025_1-#1,25.0,0.25,19.0,99.1428816109628,99.87919236541038,3.35566415,8.521975195853418,0.001428808182254648,12126.237264865078,0.02035570000000053,2012.5242099222378
CY25-025_1-#1,25.0,0.25,20.0,99.07627516259488,99.88987879673425,3.3559594500000003,8.504171882627931,0.0014512782108547638,12122.835264510533,0.020237500000000352,2005.6242092027678
CY25-025_1-#1,25.0,0.25,21.0,99.0091442276888,99.84605800966506,3.3561367,8.504171882627931,0.0014625336382208323,12113.64126355102,0.020276500000000475,2006.4242092864588
CY25-025_1-#1,25.0,0.25,22.0,98.94744343733787,99.8339351169207,3.3561367,8.501099164378882,0.0014289734457754685,12106.057262759656,0.020394800000000046,2004.0282090360997
CY25-025_1-#1,25.0,0.25,23.0,98.89576823379859,99.84046810812774,3.3564123,8.49844695270252,0.001428883664888313,12099.583262085973,0.02011920000000078,2006.1242092560278
CY25-025_1-#1,25.0,0.25,24.0,98.82275351676977,99.85993117039875,3.3564123,8.498090492014637,0.0014514342738935954,12091.347261226736,0.020197900000000324,2000.2242086390033
CY25-025_1-#1,25.0,0.25,25.0,98.75326340818295,99.82919040502324,3.3565303,8.49937372337387,0.00142888364040976,12083.29526038561,0.020237400000000072,1999.8222085974412
CY25-025_1-#1,25.0,0.25,26.0,98.69268341262429,99.80781230101049,3.3568059000000003,8.504816223839985,0.0014514177878173422,12075.275259547867,0.020355699999999644,2001.1222087331116
CY25-025_1-#1,25.0,0.25,27.0,98.63560961378397,99.81940836946217,3.35678625,8.488138809548456,0.0014288035107388598,12069.81325897947,0.020236900000000446,1999.5222085667774
CY25-025_1-#1,25.0,0.25,28.0,98.56649403444517,99.81385596342707,3.3564123,8.484621875033586,0.0014288515848673924,12062.263258191757,0.020197900000000324,1997.022208306007
CY25-025_1-#1,25.0,0.25,29.0,98.50119086395533,99.80221857751529,3.3571208500000003,8.50257356220047,0.0014514300064132292,12052.477257170598,0.020316099999999615,2000.6202086806297
CY25-025_1-#1,25.0,0.25,30.0,98.44442194511626,99.78106800827506,3.3572390500000004,8.500626436934413,0.0014290832221913739,12044.913256380707,0.02015880000000081,2000.3182086497545
CY25-025_1-#1,25.0,0.25,31.0,98.3823286124919,99.78795293759039,3.3571208500000003,8.481299202318388,0.0014402384361654715,12040.199255891028,0.02043390000000045,1997.3142083361745
CY25-025_1-#1,25.0,0.25,32.0,98.31822220312735,99.83744781695593,3.3560972500000004,8.491383092473335,0.0014513950418275428,12029.939254820347,0.02035570000000053,1996.2162082223222
CY25-025_1-#1,25.0,0.25,33.0,98.2525362705924,99.82609467095982,3.35629415,8.48082947821126,0.0014513247931619052,12023.813254181296,0.020316099999999615,1992.5162078366848
CY25-025_1-#1,25.0,0.25,34.0,98.19739465493761,99.8084762525552,3.35688475,8.49431739569827,0.0014401573581488828,12014.837253244827,0.02035570000000053,1995.9162081899121
CY25-025_1-#1,25.0,0.25,35.0,98.1280089695597,99.80723749915128,3.35654995,8.504493614336562,0.0014401455722696998,12005.37725225836,0.020316100000000503,1994.616208054009
CY25-025_1-#1,25.0,0.25,36.0,98.07500546649919,99.84940664307366,3.35684525,8.469045284990736,0.0014286954625302877,12001.675251872395,0.020513100000000506,1989.3162075018045
CY25-025_1-#1,25.0,0.25,37.0,98.01540085402975,99.8484040181576,3.3566879000000003,8.493119373761044,0.0014401111191666366,11992.739250941086,0.020434400000000075,1994.7162080649287
CY25-025_1-#1,25.0,0.25,38.0,97.93965381775234,99.80964452211292,3.35605785,8.496393226605337,0.0014626811529120925,11983.4092499658,0.020473400000001085,1988.3162073977292
CY25-025_1-#1,25.0,0.25,39.0,97.89804396903538,99.83729383336052,3.3567666000000003,8.491630043159606,0.0014513248140717032,11976.703249267302,0.020355300000000298,1990.1182075850666
CY25-025_1-#1,25.0,0.25,40.0,97.84192164274297,99.89739140257073,3.356176,8.486872235599801,0.0014623369864184865,11969.581248525297,0.02047349999999959,1987.216207282967
CY25-025_1-#1,25.0,0.25,41.0,97.7828523669273,99.89522886180634,3.35658945,8.487071070677601,0.00142872547399774,11964.219247965142,0.02059169999999977,1991.7162077521207
CY25-025_1-#1,25.0,0.25,42.0,97.72070397519806,99.84802972920996,3.35645165,8.500602222904575,0.0014401681638134683,11954.519246952841,0.020631300000000685,1990.4162076171488
CY25-025_1-#1,25.0,0.25,43.0,97.66957632459345,99.83871825605222,3.3564123,8.517720652590228,0.0014288848767592252,11945.29524599074,0.02055220000000091,1992.9162078764057
CY25-025_1-#1,25.0,0.25,44.0,97.61060524791993,99.89029215715549,3.3560972500000004,8.501166885852056,0.0014285718281441765,11939.857245423016,0.020710000000000228,1987.4162073051557
CY25-025_1-#1,25.0,0.25,45.0,97.53755903046496,99.90576363394953,3.35629415,8.49882798157017,0.0014399755838153585,11932.299244635156,0.0206704000000002,1984.914207042195
CY25-025_1-#1,25.0,0.25,46.0,97.49027093554756,99.86008619296376,3.3565303,8.543278400289639,0.001451327934126552,11921.209243478952,0.020749099999999743,1999.6182085768087
CY25-025_1-#1,25.0,0.25,47.0,97.43512675386167,99.84484765457478,3.35654995,8.53936601076793,0.0014286827047089612,11913.753242700943,0.02074910000000063,1997.116208315012
CY25-025_1-#1,25.0,0.25,48.0,97.37908015583967,99.89077996750414,3.3559791,8.519601116141777,0.0014398688875471683,11908.823266221676,0.020866900000000577,1991.7162374290638
CY25-025_1-#1,25.0,0.25,49.0,97.31840224922752,99.90870017309857,3.3555066499999997,8.503909942641528,0.0014400219614124415,11903.407418992021,0.02074910000000063,1985.2162366542034
CY25-025_1-#1,25.0,0.25,50.0,97.2679938630019,99.8762523442489,3.3562153500000003,8.539162502592074,0.0014287341554894833,11893.813417848083,0.02074910000000063,1996.9142380508129
CY25-025_1-#1,25.0,0.25,51.0,97.22080405556514,99.85249824215136,3.3559791,8.556376300158814,0.0014401639149337483,11885.289416834945,0.020709500000000602,2001.9162386448588
CY25-025_1-#1,25.0,0.25,52.0,97.16107178362499,99.89336471089278,3.35607755,8.543299013587514,0.0014286707412255301,11878.431416017003,0.02090700000000023,1994.120237718802
CY25-025_1-#1,25.0,0.25,53.0,97.09998145086738,99.9071574186761,3.3551129,8.532404411876872,0.0014623599767835333,11873.339415405411,0.020827800000000174,1991.916237458121
